"REF_DATE","GEO","DGUID","Type of direct investment","Countries","Type of direct investment flows","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","241","","","","0"
"2018-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","493","","","","0"
"2019-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","-936","","","","0"
"2019-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","411","","","","0"
"2019-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","-3101","","","","0"
"2019-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","-5223","","","","0"
"2020-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","370","","","","0"
"2020-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","-537","","","","0"
"2020-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","9742","","","","0"
"2020-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","942","","","","0"
"2021-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","-2489","","","","0"
"2021-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","335","","","","0"
"2021-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","-2303","","","","0"
"2021-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","4255","","","","0"
"2022-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","1043","","","","0"
"2022-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","4241","","","","0"
"2022-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","1647","","","","0"
"2022-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","1026","","","","0"
"2023-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","1290","","","","0"
"2023-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","643","","","","0"
"2023-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","10035","","","","0"
"2023-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","16177","","","","0"
"2024-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","9582","","","","0"
"2024-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","2736","","","","0"
"2024-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","-5626","","","","0"
"2024-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","4132","","","","0"
"2025-01","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","9576","","","","0"
"2025-04","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","64","","","","0"
"2025-07","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","-2934","","","","0"
"2025-10","Canada","2016A000011124","Canadian direct investment abroad","United States","Other flows","Dollars","81","millions","6","v61913918","1.1.2.4","-3252","","","","0"
"2007-01","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","8599","","","","0"
"2007-04","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","8962","","","","0"
"2007-07","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","6936","","","","0"
"2007-10","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","11697","","","","0"
"2008-01","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","10296","","","","0"
"2008-04","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","9366","","","","0"
"2008-07","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","11013","","","","0"
"2008-10","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","4391","","","","0"
"2009-01","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","3902","","","","0"
"2009-04","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","4709","","","","0"
"2009-07","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","12129","","","","0"
"2009-10","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","9254","","","","0"
"2010-01","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","-2113","","","","0"
"2010-04","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","5434","","","","0"
"2010-07","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","-6532","","","","0"
"2010-10","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","23560","","","","0"
"2011-01","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","8407","","","","0"
"2011-04","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","942","","","","0"
"2011-07","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","5491","","","","0"
"2011-10","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","8003","","","","0"
"2012-01","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","3623","","","","0"
"2012-04","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","4168","","","","0"
"2012-07","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","16028","","","","0"
"2012-10","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","7037","","","","0"
"2013-01","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","3679","","","","0"
"2013-04","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","5952","","","","0"
"2013-07","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","14011","","","","0"
"2013-10","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","9766","","","","0"
"2014-01","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","5294","","","","0"
"2014-04","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","5198","","","","0"
"2014-07","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","7679","","","","0"
"2014-10","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","4268","","","","0"
"2015-01","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","9971","","","","0"
"2015-04","Canada","2016A000011124","Canadian direct investment abroad","All other countries","Total net flows","Dollars","81","millions","6","v61913919","1.1.3.1","7126","","","","0"
